Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Class
-648.81,-593.07,-192.02,-422.40,329.10,426.74,-393.82,559.16,683.06,-803.20,-609.45,-75.89,363.87,-447.99,930.62,436.75,1
-384.18,-482.69,561.60,-861.40,-984.63,-126.37,432.73,8.15,-342.05,-118.69,-257.17,727.58,258.21,991.52,-12.56,-713.41,0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
549.72,517.19,898.02,-776.48,621.69,-592.95,-444.58,864.39,-379.70,-912.78,21.37,-905.05,-322.64,685.13,201.89,804.38,0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
621.06,603.13,-373.91,287.18,-298.95,261.72,766.54,-771.51,-439.60,-140.87,827.78,242.63,-798.91,508.98,-905.50,-62.30,1
-511.10,-349.57,-892.55,-859.36,998.27,-339.34,715.53,-9.88,-678.76,957.27,-129.56,-220.77,976.46,137.39,-896.08,-743.09,1
476.34,397.90,929.18,568.31,600.33,892.53,407.66,-659.22,195.16,-401.76,-795.77,911.00,-262.83,870.97,-215.39,412.47,1
426.31,586.25,-264.13,-644.29,872.65,1000.00,400.61,804.90,885.02,177.41,-446.97,987.38,573.55,-572.04,-936.02,443.09,1
319.04,618.67,-245.45,829.57,775.83,707.81,-80.54,83.71,-353.61,-233.23,-431.46,-817.33,-970.08,-946.57,335.85,872.27,1
-383.75,-293.49,846.64,-629.84,374.79,847.01,-578.60,-446.97,-567.55,-383.42,-681.47,514.90,605.62,205.80,-771.31,-451.90,1
590.72,524.45,-386.79,-565.76,937.52,-697.91,244.55,-700.79,261.89,481.30,-303.60,949.92,431.31,-768.24,654.05,532.43,1
-493.20,-575.70,-237.47,-485.91,257.41,-65.40,841.43,-168.40,846.28,284.20,601.31,-110.47,639.71,337.40,880.95,528.95,1
-559.15,-532.25,278.45,581.01,-834.72,460.02,625.37,151.95,328.92,-19.09,396.86,316.55,643.49,-554.17,-497.01,96.83,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
554.80,396.23,-192.40,-931.75,-422.97,-369.86,-347.02,-331.02,-908.75,-631.49,-355.03,-818.92,-68.19,369.68,936.14,-271.12,0
482.40,752.41,-968.62,-428.06,-360.40,-2.75,-126.03,-165.08,954.82,287.67,-609.81,51.38,-711.62,-171.11,-103.56,700.77,1
636.76,414.74,-399.78,264.39,-381.38,-331.27,604.25,-844.21,491.63,779.04,777.58,366.55,-154.57,-848.49,-837.24,-204.14,1
-599.17,-629.01,-231.13,-817.52,310.77,329.61,240.98,814.06,110.27,-835.32,926.34,-214.22,-441.63,927.46,250.53,984.05,1
648.16,568.63,832.71,892.48,163.72,651.52,-47.05,-440.22,981.15,-383.77,-330.01,-978.23,893.16,-425.11,-659.78,-51.30,1
-562.40,-430.70,-886.71,-266.68,746.15,736.28,-133.98,-968.19,-943.25,-271.95,217.93,489.94,-101.75,-310.66,-506.00,-963.93,1
470.73,490.22,-946.29,-739.02,46.24,-260.93,-395.97,623.79,-506.61,-84.31,544.16,821.47,962.74,-766.89,849.53,-541.91,0
344.26,380.92,985.14,-779.47,752.28,-963.29,-691.38,211.80,489.12,-164.50,-458.70,-238.48,-690.38,-811.66,480.98,656.05,0
398.39,536.87,-97.72,443.96,-865.75,410.16,-705.08,130.44,-174.63,757.75,808.58,-912.96,363.42,-814.26,-116.02,-296.84,1
-546.90,-354.16,-121.82,-665.82,487.28,-629.81,901.32,396.68,-179.58,665.45,-820.74,54.33,105.16,41.10,-843.90,-541.51,0
611.33,497.77,516.79,103.86,-457.73,-215.73,607.09,-32.90,-221.77,-926.90,-997.92,723.44,495.25,806.24,134.53,886.78,1
-647.16,-551.11,-713.83,299.89,421.37,474.52,718.12,-918.62,183.15,-745.33,-710.23,463.47,-72.93,520.43,-141.90,-65.85,1
-489.82,-631.63,-964.70,263.97,791.36,550.83,-974.20,235.00,-126.70,-905.68,-785.39,-985.56,-445.42,-938.96,865.83,159.98,0
-557.36,-454.41,-215.55,-906.40,-809.93,241.69,-447.63,-37.45,950.98,880.04,329.13,-877.10,514.76,814.49,656.99,640.22,1
560.48,530.99,179.34,358.31,405.60,-610.32,422.68,-347.26,191.24,-756.12,-499.67,199.07,434.54,161.43,500.03,-93.67,0
-510.28,-364.42,-535.74,267.74,521.31,-348.40,521.15,-619.16,328.25,-991.51,695.98,81.85,673.62,-22.82,-972.65,-1.47,1
-447.97,-283.74,-876.66,544.60,382.42,-85.03,462.54,-825.58,91.63,-318.00,-763.03,-414.28,-391.56,721.72,-614.83,-574.75,0
492.42,492.48,468.59,-302.62,122.89,923.41,939.08,41.01,-572.43,-314.96,191.23,488.20,770.64,-205.68,379.60,-586.77,1
448.91,582.44,-323.32,587.20,-758.29,287.28,459.57,-613.66,-356.11,313.62,-39.14,-636.29,811.64,870.14,-598.09,153.17,1
421.27,481.29,711.00,329.58,720.04,-501.62,-194.88,-889.45,-919.35,788.53,-45.49,272.87,-292.82,-449.29,-134.12,873.47,0
422.01,571.52,815.25,-841.25,-511.46,102.10,-983.72,-430.37,-914.01,783.50,808.51,167.45,16.69,119.49,689.91,-229.07,0
-494.89,-536.98,598.15,-718.96,-710.75,876.81,-297.10,262.00,864.65,-97.22,-797.31,285.98,274.30,872.32,238.69,385.05,1
-466.44,-522.40,-308.88,-344.61,178.82,-618.01,873.49,91.10,971.79,471.24,376.63,900.52,943.16,-153.18,-127.08,-29.75,0
394.46,714.40,722.27,816.70,623.13,345.32,-597.42,295.07,152.60,-802.12,871.59,-595.32,912.76,491.74,945.49,-57.91,0
-550.66,-724.36,-175.81,418.13,-997.10,252.22,-553.33,172.10,-942.93,254.09,-114.01,464.94,344.32,-90.07,-22.71,-359.90,0
379.70,433.76,-692.48,928.92,-731.06,-821.91,-730.37,760.48,-584.05,-998.12,-780.60,198.37,-638.86,216.40,788.03,38.95,1
488.95,416.51,-379.86,-156.02,-289.96,-479.55,475.29,-343.88,-509.49,43.79,928.07,-138.56,-981.53,-930.47,-403.06,-917.94,0
-555.40,-489.03,753.95,-757.74,662.77,7.35,-924.38,-512.92,464.94,413.47,823.37,-820.28,-998.57,501.21,-400.20,-508.62,1
508.33,455.49,563.45,154.05,-544.73,-369.57,-616.37,982.77,480.80,-701.66,-629.32,749.23,-706.28,18.11,727.25,-760.99,0
-404.19,-559.23,-299.99,-983.50,-273.62,962.83,87.37,879.12,-847.31,582.07,700.45,-417.51,-412.35,-894.12,596.67,740.04,1
-416.08,-468.44,920.45,-100.43,779.63,-348.67,224.77,-651.37,999.80,-178.85,-370.96,-979.77,-950.13,-105.75,-692.10,404.68,1
566.50,409.67,728.83,863.43,-657.44,-797.66,-125.08,993.13,-248.71,508.60,-866.36,-91.12,561.11,-61.24,415.20,-731.42,0
545.52,473.01,770.53,59.35,-939.24,-81.81,627.07,-911.92,878.16,-286.97,-219.07,-515.04,-544.38,-716.99,623.59,-860.79,1
416.02,727.63,182.66,362.08,286.93,-378.87,-712.78,437.82,-987.23,-8.95,98.30,926.99,701.43,-105.65,166.65,15.27,0
-463.71,-274.65,76.00,119.23,-222.99,803.40,-377.29,474.30,-610.60,799.63,-379.48,397.78,-896.61,-100.75,261.81,358.92,1
-365.54,-455.90,859.49,846.30,-482.68,26.75,-583.46,981.35,-329.45,671.67,428.61,513.04,-204.00,-817.96,211.83,94.52,1
-383.84,-443.32,-357.26,-484.36,516.72,-811.76,657.65,-850.72,502.50,-396.03,-260.85,465.12,737.44,-143.58,-261.09,831.22,0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
697.62,478.27,-918.31,-736.24,-1.42,9.34,154.24,1.34,-333.85,889.59,115.69,-783.02,732.48,542.36,752.65,-428.15,1
-469.80,-599.17,-478.43,966.68,735.37,643.97,791.76,-808.86,-393.59,503.93,-77.33,-864.65,-885.11,256.79,574.50,824.00,1
628.58,536.17,-823.04,-664.57,-514.90,407.21,180.30,139.32,420.09,220.79,-743.71,-312.13,-728.99,-382.27,-837.02,-460.86,0
-643.23,-610.45,625.47,837.30,-11.47,556.68,993.35,15.33,939.79,-613.67,749.19,157.67,456.53,-24.38,166.06,761.78,0
392.28,464.32,-65.59,139.76,-851.19,-549.80,431.12,454.46,-685.92,30.48,-550.82,-788.96,-121.82,-289.00,-334.70,37.26,1
-416.92,-554.20,355.94,194.85,-355.23,269.32,-756.43,-276.92,421.78,974.51,-894.14,324.27,968.95,-370.79,-496.08,-599.10,1
437.55,304.90,-593.74,-917.23,-388.83,396.75,-459.80,630.74,287.92,866.79,-242.26,92.50,858.58,943.78,290.42,28.55,1
-539.55,-526.49,-882.11,-312.45,-729.26,410.86,227.96,924.07,-499.03,-379.36,363.88,273.44,-783.28,371.22,-184.70,131.43,1
-598.22,-448.57,-594.83,-201.40,-526.66,203.63,-186.66,603.81,44.42,-765.24,210.13,-517.83,-375.48,-564.74,-899.48,280.80,1
-557.18,-452.22,697.42,834.89,490.41,-620.58,-867.49,-946.03,583.89,-148.74,-864.19,-506.51,600.58,-446.57,-353.14,922.53,1
-515.14,-458.20,824.59,-858.06,411.70,804.53,-200.25,-250.72,-973.67,537.06,-87.00,-161.90,-758.41,-955.51,-327.81,117.32,0
-568.65,-678.67,515.68,9.48,626.39,926.71,187.53,747.02,589.38,485.43,-788.18,-941.41,-952.54,988.76,511.21,958.26,1
494.77,623.01,10.51,716.34,729.41,963.78,-188.26,133.60,136.97,59.34,257.49,-358.28,-854.64,642.26,719.04,568.09,1
-453.96,-527.09,978.37,-986.86,319.98,833.62,-59.71,-600.70,-736.18,852.27,608.80,863.08,-675.95,75.79,715.61,694.46,0
513.55,378.87,-17.03,-149.14,614.77,953.24,-388.25,684.51,35.65,26.29,-559.56,933.71,-53.17,594.29,811.08,257.09,0
388.54,403.18,-979.16,861.76,884.90,152.95,802.06,-322.34,648.00,137.08,76.38,-85.79,625.86,44.68,-11.90,-804.12,1
546.87,550.79,68.18,729.99,-346.08,271.34,186.71,-180.81,-424.43,801.47,-961.52,-117.83,-284.51,-557.40,644.48,387.71,1
528.50,509.33,931.42,-496.89,-836.51,163.45,-498.77,-34.11,530.26,-197.93,-942.90,-41.70,781.50,347.51,372.42,672.81,1
-725.72,-725.65,-419.03,159.51,-984.70,364.08,-354.71,252.64,988.20,-106.54,735.93,-557.93,-199.11,939.93,616.27,212.30,0
592.11,426.14,458.98,-45.27,-202.21,267.08,837.87,230.19,-738.30,-426.70,-199.83,368.94,803.64,-621.99,637.07,434.76,0
465.58,533.37,-867.58,458.95,968.50,58.80,-503.93,15.43,290.10,926.67,107.66,652.64,-217.00,241.27,884.91,709.44,1
447.93,439.00,-424.55,702.10,666.26,-368.27,-12.22,-629.99,-932.80,-677.35,768.16,-261.98,-818.33,-155.13,-932.97,-174.78,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
-634.09,-536.84,215.86,-15.72,-402.93,-609.36,353.24,14.86,-401.36,873.98,-405.16,-514.47,392.09,772.01,-184.99,-273.46,1
625.70,578.52,-660.81,711.29,906.87,560.16,777.96,-918.78,-298.92,-965.61,565.58,-136.60,-315.20,45.22,-814.25,-920.64,1
-460.90,-628.21,-722.23,59.21,-499.54,169.81,-486.04,-638.55,-327.16,-400.56,364.10,339.21,137.70,-703.84,538.16,726.70,1
-525.08,-548.58,898.15,-498.04,535.32,-877.10,-607.51,283.76,-91.15,-873.40,305.27,27.48,213.45,176.43,777.69,840.55,1
-469.00,-629.65,-348.10,812.74,551.19,586.60,373.34,142.55,-866.20,-89.69,316.70,171.00,488.17,-149.53,-716.57,24.18,1
-425.79,-397.49,-998.55,-71.30,-332.08,-680.18,62.42,360.39,285.18,-776.41,156.23,-833.12,-599.18,528.94,-143.55,-38.12,1
-364.68,-480.37,729.59,-910.72,347.63,-471.22,-480.05,-795.65,340.73,966.20,429.61,25.28,-397.73,-295.53,-75.58,-103.36,0
-388.83,-450.64,-805.86,-844.84,-727.34,-92.73,627.56,-180.08,-916.44,-652.12,88.22,26.77,-256.57,573.87,707.98,-794.37,1
535.85,441.21,246.19,313.96,-571.63,-852.32,897.68,939.51,-473.29,-81.60,221.66,-958.70,663.55,-454.58,527.98,-680.23,0
498.28,460.15,-498.72,701.89,-655.04,711.60,-559.68,-239.83,-906.80,-648.57,-301.59,270.89,131.38,-226.92,-19.38,-903.50,1
-612.31,-625.89,661.33,921.36,370.30,142.31,558.84,736.75,-93.61,691.64,-853.02,-375.54,-742.29,-176.54,-889.44,-178.41,1
-601.96,-564.15,-285.50,-450.50,-221.45,-79.23,-239.32,500.33,504.54,625.46,-980.94,901.64,-314.51,-11.11,858.34,848.87,1
-494.99,-598.89,489.44,236.92,-501.32,714.29,-536.84,916.69,514.48,686.64,-7.93,-859.68,-905.65,-998.21,236.27,-595.72,1
-409.86,-626.57,738.20,-565.30,950.73,995.68,830.90,110.85,-60.42,-755.44,302.23,-628.89,-530.97,631.11,380.71,-570.75,1
-369.38,-615.19,512.93,-347.97,-824.69,673.65,-574.77,-438.79,945.54,992.92,-137.17,-757.03,466.65,456.78,904.50,258.18,0
-498.05,-511.83,989.13,131.10,832.81,-512.66,75.99,-953.10,379.76,-818.02,-413.72,33.44,-870.37,293.47,777.77,-719.34,1
268.39,525.66,-8.10,27.10,-738.46,-661.54,-643.73,956.67,-305.96,510.63,-514.74,-28.92,-421.54,-838.54,875.60,416.93,1
-666.12,-603.49,803.24,-748.83,697.75,688.30,487.13,-819.16,290.00,73.60,-639.25,-576.97,766.35,376.01,650.57,-905.63,0
389.55,537.73,-733.97,496.79,-820.43,-848.66,736.24,-195.24,852.40,-440.97,591.31,-509.81,418.78,-976.34,-414.59,-619.56,1
614.73,740.99,950.01,345.20,-651.17,90.10,668.61,808.13,-717.69,897.02,-808.95,927.94,-98.21,757.97,763.33,7.75,1
480.95,537.61,674.79,-264.40,-16.96,920.61,532.50,614.58,493.99,-161.22,-553.09,-837.79,-308.81,-99.02,-456.68,604.50,1
327.28,521.13,785.29,-213.64,-511.35,139.21,-113.57,142.46,910.45,-432.93,-933.04,-198.43,672.01,442.01,-465.84,839.75,0
442.47,664.11,-297.71,-767.96,-282.66,-361.69,778.93,829.99,-351.24,-487.85,-644.62,424.54,-727.68,386.68,-459.66,-184.81,1
394.84,511.42,178.93,796.40,130.84,419.13,522.33,-256.16,-384.66,897.36,-122.18,172.14,137.84,-298.89,283.13,-967.68,0
-406.72,-559.98,59.65,-462.79,736.99,899.87,-213.27,-259.69,719.09,-976.90,-5.31,-685.75,-16.32,393.84,-645.79,-180.91,0
-450.15,-601.32,-510.21,566.37,-381.98,460.40,-738.46,646.81,-79.26,198.28,909.93,-743.22,392.19,-543.44,-146.10,646.46,1
297.88,510.06,-808.43,-215.70,977.15,-620.80,-663.11,383.45,927.43,954.21,-638.21,-151.99,-357.30,-236.25,-326.72,-407.14,0
-683.27,-585.51,256.86,201.90,590.17,998.24,-526.06,-21.68,-404.96,-395.91,-145.57,-48.44,-132.06,-628.57,40.90,785.01,1
-540.26,-528.38,-776.39,107.85,-944.30,-274.05,210.14,251.24,898.43,784.28,-567.39,198.65,-631.97,94.78,-156.50,-708.97,0
520.92,479.33,493.26,-390.99,-169.95,-386.14,670.77,-964.38,-352.57,421.60,-476.15,140.17,628.88,-218.78,-942.44,547.53,1
-419.77,-569.92,-227.40,700.49,-920.08,-224.34,962.61,-753.96,644.91,641.46,945.48,-566.17,-885.40,8.92,-716.91,751.35,1
-402.84,-606.23,633.20,101.88,282.30,600.66,748.32,35.48,726.40,102.03,296.47,657.03,-536.91,-808.79,-284.62,-941.95,1
586.76,560.23,-349.50,-133.36,70.92,-548.40,-25.83,-202.24,-42.32,-79.30,433.40,975.41,-663.31,512.34,-728.51,-879.63,1
292.67,541.29,-839.84,-103.20,-159.68,-504.33,164.96,-651.08,-928.58,275.98,601.51,755.78,-101.11,-165.17,-867.52,-451.02,1
-410.29,-380.26,-220.17,-450.47,-398.78,-132.83,-415.54,293.08,729.92,-955.20,-884.78,348.09,492.12,-235.74,659.39,469.33,0
664.33,486.93,90.38,551.07,292.22,-347.76,-140.85,-420.73,676.25,-183.67,-596.85,219.64,805.73,652.97,-119.87,-123.64,1
452.91,510.10,-822.03,495.73,-545.36,-830.48,-142.29,208.39,667.05,-656.91,-537.91,-845.05,-449.39,756.80,-621.84,-760.58,1
-527.06,-615.87,601.67,-656.41,990.83,691.82,60.03,-952.92,-673.42,759.26,563.71,79.57,-849.30,-920.56,-840.12,626.64,1
-314.83,-464.15,-713.35,-788.35,-218.11,868.55,422.05,-776.90,729.83,734.26,403.86,113.95,165.45,-33.82,140.50,898.08,1
274.54,666.40,-323.80,-549.58,378.39,672.79,845.48,-476.44,-553.05,685.15,9.97,738.72,-533.96,61.46,-470.77,572.72,1
487.04,625.32,-484.34,-316.32,887.27,553.36,-273.79,476.05,-35.79,475.79,-489.61,31.94,-582.42,-926.01,-708.10,886.66,0
-554.81,-538.81,-158.99,-80.72,196.49,867.63,-496.09,227.95,-301.28,174.15,-466.75,588.38,-927.23,-288.34,961.59,-817.24,0
358.62,532.63,-818.47,-902.81,-714.70,264.74,-436.68,417.16,-570.71,556.39,162.57,-373.84,140.55,-716.68,-279.80,326.35,1
-541.06,-429.50,-372.24,-517.49,917.92,-701.98,-43.64,-102.80,-42.76,252.92,-307.90,-923.15,-338.33,-671.43,-117.20,-773.77,0
-562.87,-418.86,507.54,-916.11,-481.70,550.21,-916.83,-789.41,92.78,595.44,483.36,972.53,905.36,-401.77,287.92,-624.99,1
-456.66,-402.62,679.13,252.23,-567.17,315.29,-235.22,-686.59,357.02,-559.39,338.81,363.58,637.68,203.39,-465.58,969.34,0
445.92,489.52,49.05,-137.43,-438.99,334.64,347.39,749.16,-194.29,-434.29,-305.26,327.58,223.49,60.53,195.98,-96.22,1
-379.26,-303.63,-346.97,230.75,578.84,-767.92,-438.92,-916.51,379.76,-639.44,-927.61,794.89,-877.25,-984.56,-599.26,-423.73,1
-635.33,-512.44,-246.47,-470.75,747.54,136.34,954.68,717.97,-926.22,307.57,932.99,-136.61,616.14,-891.35,204.29,133.51,1
-375.97,-444.46,-776.72,719.91,478.57,-638.70,596.99,-772.75,844.88,-763.85,906.06,-873.61,-559.17,-672.08,-238.41,-698.62,0
-499.40,-521.64,-98.16,568.31,-41.48,683.41,507.67,-707.79,985.08,-5.66,-665.98,-293.76,829.51,-244.36,-28.70,-859.30,0
610.58,572.49,470.56,509.93,-878.35,-304.90,119.64,-622.55,-504.99,818.03,839.43,-817.16,-184.56,928.63,947.84,-105.54,1
-605.27,-582.36,-285.90,-992.30,-814.90,123.25,698.97,-408.34,369.29,682.69,291.20,163.62,-209.14,-784.59,-768.90,-444.93,1
488.40,608.14,698.62,603.26,-377.14,146.09,373.85,-349.94,674.60,-801.80,-358.21,-963.75,45.13,-60.79,-360.73,114.97,1
662.93,567.35,-367.31,407.22,103.12,-961.75,210.66,711.42,34.02,-286.29,366.14,-575.51,111.90,-375.32,411.53,-138.39,1
429.88,482.93,56.13,962.07,-690.55,-830.83,530.55,-472.61,-286.51,253.53,633.58,-415.94,-754.66,83.94,873.11,-968.10,1
-639.22,-545.45,-243.54,-408.26,-285.96,-726.47,-364.20,194.79,-710.96,851.02,-657.94,201.28,828.94,-791.42,-761.14,-749.38,0
375.56,567.53,-555.88,23.63,618.06,256.02,18.93,183.76,-268.49,867.03,-760.48,-780.98,616.14,832.15,-550.41,261.44,1
-512.33,-236.86,-555.16,-638.67,845.66,147.96,-614.67,447.12,-121.14,432.84,671.46,-266.60,-929.43,376.56,-805.73,48.88,1
447.81,515.19,-728.00,572.02,-290.75,431.95,-832.00,841.21,105.47,-506.09,573.52,-725.47,927.51,377.58,300.91,789.56,1
-433.09,-557.33,459.66,-372.22,-57.02,334.41,55.13,-367.52,293.78,-393.72,243.95,605.99,43.38,-255.57,845.65,629.68,1
529.40,377.26,325.70,-131.69,441.99,224.34,-289.59,-459.82,666.36,95.93,-215.33,-25.75,-930.83,612.43,406.49,-14.30,1
529.46,421.07,214.99,-780.91,191.48,619.41,-647.36,682.42,-457.18,-19.06,267.48,-807.87,-92.46,-451.34,-335.61,-21.36,1
-546.75,-410.58,270.62,180.67,-74.01,-557.79,-992.46,-553.21,557.41,543.71,-878.31,947.96,-239.88,992.28,554.61,-356.76,1
634.47,441.88,667.68,-90.64,260.93,871.83,-73.61,38.19,542.41,91.14,-246.12,-844.66,157.04,488.97,-90.76,431.16,1
-209.37,-420.25,926.83,-512.30,-640.13,271.65,448.99,-147.47,683.10,206.41,385.97,-405.30,398.48,558.79,-873.86,-765.80,0
577.23,562.18,240.43,-879.32,528.57,-993.57,-8.27,958.45,222.72,713.56,-288.01,873.94,-451.74,135.36,49.12,-121.08,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
393.15,787.77,-166.81,468.41,-291.64,595.32,-430.88,-619.81,-969.69,7.25,-743.14,-115.63,138.19,704.20,-564.88,527.29,1
457.29,485.82,-635.35,973.68,-19.93,-725.09,-179.92,-978.45,723.57,297.93,-55.44,-82.34,-635.93,14.96,-382.55,673.15,1
-369.57,-372.11,-177.85,709.15,365.66,95.31,-812.15,-794.13,362.41,645.71,497.07,-479.07,282.52,-744.91,508.70,-641.10,1
509.95,397.50,616.39,474.84,-656.40,-90.46,314.14,-82.64,362.08,220.35,-142.61,-893.27,-768.45,836.13,-366.31,414.30,0
-519.48,-440.87,-666.44,583.63,-439.05,83.89,-390.00,450.98,-527.49,732.58,648.50,-983.86,756.48,499.48,3.43,-926.86,1
-718.24,-488.27,672.25,-468.01,105.19,317.86,-686.62,62.66,572.27,899.32,71.60,-120.39,167.54,-774.06,370.93,-224.01,1
551.26,547.57,-691.12,-371.87,-577.23,-581.62,-364.72,514.99,-81.75,-328.11,978.29,-527.97,-86.13,621.39,-142.56,461.84,1
494.11,607.05,-829.80,630.83,-236.40,-287.81,-639.84,271.36,548.10,655.67,245.14,896.76,-83.88,400.07,-335.91,924.57,1
555.65,589.32,808.72,-72.97,-43.13,-619.33,703.80,925.65,765.79,693.86,42.41,-149.72,652.53,316.69,-169.10,-482.03,0
-551.44,-525.40,-722.58,-618.44,-807.82,964.40,-222.14,-579.81,498.63,51.06,43.73,363.21,-823.46,-585.63,961.90,953.85,0
-532.37,-549.10,-13.32,-789.77,-575.64,-921.76,-361.78,-546.77,-564.26,615.84,777.71,493.38,10.89,582.04,-209.01,760.35,0
675.02,567.69,-754.00,-790.92,76.94,648.97,109.61,-631.72,512.50,-924.85,-922.36,-524.00,-668.02,537.35,-973.46,730.38,1
-451.96,-473.38,-395.52,246.35,461.28,289.62,-143.26,-106.27,-550.16,548.91,-818.27,-572.80,264.54,-640.46,-352.84,-229.96,0
-529.72,-273.54,-359.43,864.06,-672.10,832.10,-481.82,-596.69,363.65,839.52,-998.29,-163.25,786.30,-939.98,190.42,547.61,0
-537.07,-473.21,896.39,-324.78,521.90,-5.52,417.31,-637.06,-390.87,-600.16,-904.63,736.23,-924.76,-607.04,-200.41,-97.96,0
-580.34,-602.19,909.18,-698.91,-556.67,-415.90,-840.06,472.51,158.50,-176.13,562.91,-128.32,444.90,797.07,308.68,657.02,0
607.87,488.77,187.66,-871.09,-658.48,-254.19,-655.44,-213.33,-634.80,80.60,-299.83,29.52,-22.13,331.42,-243.09,-181.72,1
-606.09,-555.32,72.11,-927.24,-185.47,-13.87,862.04,782.66,-952.49,-78.99,-784.19,-907.97,-105.18,124.95,902.43,-275.38,0
-618.31,-626.22,-694.84,603.69,58.49,-124.35,869.00,174.69,469.26,-66.12,-352.63,353.49,225.84,157.92,482.17,-71.51,1
471.85,726.12,-770.70,159.99,-977.09,477.48,-933.23,-747.73,447.06,-813.82,708.78,437.03,358.61,485.20,43.96,650.60,1
-609.70,-534.15,-880.02,-141.71,-761.53,880.41,335.59,-902.13,-138.66,17.35,441.20,177.61,218.55,-977.09,-793.64,559.81,1
-617.02,-437.00,216.75,894.61,231.29,-620.70,939.22,-747.99,601.86,757.88,201.82,-86.28,-243.24,-805.65,625.51,-217.61,1
561.63,681.06,186.59,890.81,-13.81,371.02,569.67,143.70,682.51,-145.15,819.54,156.96,32.32,-989.46,-795.55,-956.01,0
-626.99,-501.93,848.31,-269.42,150.65,140.99,-54.39,-165.91,-495.72,-208.35,0.49,654.88,-738.00,-530.17,-576.74,-321.35,1
-482.43,-453.65,-574.30,849.09,981.61,941.85,-112.90,493.62,-580.52,543.35,740.13,240.20,-762.77,149.15,-791.56,-199.31,1
545.66,397.84,-815.37,-504.56,183.21,558.47,411.66,-803.81,297.75,-702.01,987.07,924.31,-964.09,-265.76,-712.93,-203.54,1
-523.87,-312.67,-282.45,5.68,558.51,-621.22,232.88,877.94,67.02,-749.09,-80.45,852.05,445.83,850.77,-491.61,-155.02,1
-479.64,-530.91,-575.44,914.33,136.05,955.19,-688.15,-81.93,921.95,-294.16,307.63,94.80,927.31,-575.47,-817.49,527.30,1
-429.28,-503.57,-955.05,527.74,372.39,-362.46,-990.01,678.04,459.13,630.39,734.47,373.10,58.59,856.37,873.55,-587.07,1
452.97,555.82,173.78,-965.53,-563.51,768.78,287.60,-840.14,536.33,-806.43,935.97,-743.11,356.64,219.12,-278.08,42.41,1
271.21,503.56,139.37,-36.02,-255.18,-204.77,325.14,-87.74,-954.91,-799.73,612.74,868.44,95.50,-451.98,-451.46,473.33,1
579.05,570.73,512.25,-457.22,656.15,-514.86,93.56,-641.99,-988.66,416.97,-4.62,-345.35,741.45,-470.13,-597.62,-485.82,0
444.10,532.30,-865.61,979.28,-414.09,50.05,-651.51,-940.38,17.23,105.24,-709.34,653.82,366.23,-805.35,436.99,929.99,0
-433.03,-630.32,-203.44,228.80,384.90,881.00,-724.34,-263.10,-528.53,186.70,-695.62,-789.43,282.75,535.63,-79.70,528.09,0
-465.49,-559.88,-69.15,761.20,147.17,-2.13,968.48,377.89,849.00,315.21,216.88,-906.19,-171.25,-20.58,-25.18,691.30,0
-465.59,-504.70,-955.37,77.23,-42.40,154.54,68.74,-362.62,487.42,692.73,-269.33,-49.71,805.62,736.29,679.46,146.63,1
448.62,631.15,-205.45,-286.18,-703.90,-519.19,226.12,365.55,-645.31,802.90,957.60,801.59,-710.61,-561.09,-509.54,-929.59,0
536.46,442.33,874.44,-370.59,-619.83,-85.72,-157.13,659.36,-636.22,-877.05,-506.11,78.97,-36.58,-211.23,615.01,591.06,0
-577.93,-462.36,521.60,900.58,619.37,778.68,-779.92,-399.60,-802.81,-740.30,569.33,-645.57,-73.22,-581.81,-741.15,-280.18,1
-538.50,-497.93,-268.92,-914.55,-604.31,935.32,-133.70,-9.50,94.19,505.61,145.53,303.55,655.74,962.92,422.90,597.64,0
386.50,328.56,-200.83,90.16,-408.37,851.02,-156.74,980.55,237.06,-544.78,-869.22,158.15,-807.84,216.04,-983.15,728.24,0
636.65,509.98,-821.82,-719.75,-369.72,-68.20,-10.05,493.63,533.80,972.48,-85.29,277.21,-306.27,-506.59,-751.09,-570.72,0
-666.39,-461.16,-55.23,489.09,-113.27,-591.45,-833.02,-651.28,586.52,-296.23,486.83,977.17,-205.98,848.26,258.41,-97.33,1
402.99,493.36,-506.41,956.81,973.10,145.67,-985.59,-160.90,483.03,-973.59,864.47,297.66,-122.40,-959.94,850.67,-56.66,1
